#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Location|


#FORMAT=WebAnno TSV 3.2			_	
#T_SP=webanno.custom.Typ|Name			_	
#T_SP=webanno.custom.Verortung|			_	
4-10	436-448	Buckelpisten	_	_
4-11	448-449	)	_	_
4-12	450-463	Fahrradspuren	_	_
4-13	464-470	sowohl	_	_
4-14	471-484	stadteinwärts	_	_
4-15	485-488	als	_	_
4-16	489-493	auch	_	_
4-17	494-502	zwischen	_	_
4-18	503-506	den	_	_
4-19	507-518	Stadtteilen	_	_
4-20	519-522	zum	_	_
4-21	523-531	Beispiel	_	_
4-22	532-540	parallel	_	*[8]
4-23	541-543	zu	_	*[8]
4-24	544-550	Gürtel	_	*[8]
4-25	550-551	,	_	*[8]
4-26	552-558	Innere	_	*[8]
4-27	558-559	,	_	*[8]
4-28	560-566	Äußere	_	*[8]
4-29	567-570	und	_	*[8]
4-30	571-582	Militärring	_	*[8]
4-31	582-583	.	_	_
			_	
#Text=Vorhandene Parkanlagen könnten hierfür miteinbezogen werden, wie zum Beispiel der Blücherpark.				
5-1	584-594	Vorhandene	_	_
5-2	595-606	Parkanlagen	_	_
5-3	607-614	könnten	_	_
5-4	615-622	hierfür	_	_
5-5	623-636	miteinbezogen	_	_
5-6	637-643	werden	_	_
5-7	643-644	,	_	_
5-8	645-648	wie	_	_
5-9	649-652	zum	_	_
5-10	653-661	Beispiel	_	_
5-11	662-665	der	_	*[9]
5-12	666-677	Blücherpark	_	*[9]
5-13	677-678	.	_	_
			_	
#Text=Derzeit ist er eine umständliche Alternative um von Bickendorf in die Innenstadt zu kommen, da es an einem guten Verbindungsstück von Bickendorf zum Blücherpark als auch vom Blücherpark zum Mediapark gibt.				
6-1	679-686	Derzeit	_	_
6-2	687-690	ist	_	_
6-3	691-693	er	_	_
6-4	694-698	eine	_	_
6-5	699-711	umständliche	_	_
6-6	712-723	Alternative	_	_
6-7	724-726	um	_	_
6-8	727-730	von	_	*[10]
6-9	731-741	Bickendorf	_	*[10]
6-10	742-744	in	_	*[10]
6-11	745-748	die	_	*[10]
6-12	749-759	Innenstadt	_	*[10]
6-13	760-762	zu	_	_
6-14	763-769	kommen	_	_
6-15	769-770	,	_	_
6-16	771-773	da	_	_
6-17	774-776	es	_	_
6-18	777-779	an	_	_
6-19	780-785	einem	_	_
6-20	786-791	guten	_	_
6-21	792-808	Verbindungsstück	_	_
6-22	809-812	von	_	*[11]
6-23	813-823	Bickendorf	_	*[11]
6-24	824-827	zum	_	*[11]
6-25	828-839	Blücherpark	_	*[11]
6-26	840-843	als	_	_
6-27	844-848	auch	_	_
6-28	849-852	vom	_	*[12]
6-29	853-864	Blücherpark	_	*[12]
6-30	865-868	zum	_	*[12]
6-31	869-878	Mediapark	_	*[12]
6-32	879-883	gibt	_	_
6-33	883-884	.	_	_
			_	
#Text=Hier gibt es noch viel Freiraum der für Radfahrer genutzt werden kann, ohne den Autofahrern Raum zu nehmen.				
7-1	885-889	Hier	_	_
7-2	890-894	gibt	_	_
7-3	895-897	es	_	_
7-4	898-902	noch	_	_
7-5	903-907	viel	_	_
7-6	908-916	Freiraum	_	_
7-7	917-920	der	_	_
7-8	921-924	für	_	_
7-9	925-934	Radfahrer	_	_
7-10	935-942	genutzt	_	_
7-11	943-949	werden	_	_
7-12	950-954	kann	_	_
7-13	954-955	,	_	_
7-14	956-960	ohne	_	_
7-15	961-964	den	_	_
7-16	965-976	Autofahrern	_	_
7-17	977-981	Raum	_	_
7-18	982-984	zu	_	_
7-19	985-991	nehmen	_	_
7-20	991-992	.	_	_
