document_id;title;text;url;lat;lon
B1607;Einfahrt ins Tulpenfeld verbessern;Die Straße Tulpenfeld ist eine attraktive, weil weitgehend autofreie Alternative zu Heussallee/Winston-Churchill-Straße, außerdem Zufahrt zur Bundesnetzagentur mit rund 1000 Beschäftigten. Die Einfahrten sind aber problematisch: Von der Heussallee gibt es eine überflüssige Schwelle, so dass man in der Heussallee relativ weit links fahren muss, um die Schwelle sicher zu überfahren. Noch deutlich schlechter ist die Einfahrt von der Heinrich-Brüning-Straße wegen der Rechtskurve in die Winston-Churchill-Straße (auch als Querung für Fußgänger). Im Bereich der Kurve sollte man deshalb für langsameren Autoverkehr sorgen.;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einfahrt-ins-tulpenfeld-verbessern;50,716195;7,122951
B1608;Einrichtung einer Fahrradstraße Wiesenweg, Schubertstraße, Richard-Wagner-Straße, Lisztstraße;Einrichtung einer Fahrradstraße Wiesenweg, Schubertstraße, Richard-Wagner-Straße, Lisztstraße. Am Ende dort eine brauchbare Querungsmöglichkeit in richtung Viktoriabrücke. Und zwar an allen Kreuzungen VORFAHRTBERECHTIGT, so dass man nicht andauernd anhalten muss. Das ist gerade mit Kinderanhänger unangenehm und völlig bescheuert. Die Route wäre eine sichere Alternative zur Endenicher Straße mit den vielen Ampeln, den unsäglichen und viel zu schmalen Schutzstreifen und den vielen Schlaglöchern.;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/einrichtung-einer-fahrradstrasse-wiesenweg-schubertstrasse-richard-wagner;50,726707;7,076451
B1609;Schutzstreifen völlig unzureichend;Der Schutzstreifen ist viel zu schmal, so dass man als Radfahrer permanent vom Autoverkehr bedrängt wird. Schlimmer: Auf dem schmalen Streifen fährt man permanent im Öffnungsbereich der Autotüren - extrem unangenehm und gefährlich! Und hält man en notwendigen Sicherheitsabstand, verlässt man bereits den Schutzstreifen nach links und wird deshalb von Autofahrern bedrängt. - Verbesserung: In West-Ost-Richtung einen ordentlich breiten Radfahrstreifen mit Sicherheitsabstand wegen der Autotüren schaffen, auf der anderen Straßenseite - teilweise bergab, d.h. man ist als Radfahrer relativ flott - auf den Streifen verzichten. Auch wenn das nicht optimal ist - aus Sicherheitsgründen ist es wohl besser.;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/schutzstreifen-voellig-unzureichend;50,742281;7,135813
B1610;Entfernung der lebensgefährlichen Rille in der Fahrbahn an der Rampe Viktoriabrücke Richtung Weststadt;Entfernung der lebensgefährlichen schräg längs zum Radweg verlaufenden Rille in der Fahrbahn an der Rampe Viktoriabrücke Richtung Weststadt. Die ist genau so breit, dass man mit einem Rennradreifen genau reinrutschen kann. Die sieht auch so aus, als wäre sie schon seit Jahzehnten dort. Fährt sich dann wie auf Schienen. Toll!;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfernung-der-lebensgefaehrlichen-rille-der-fahrbahn-der-rampe;50,73427;7,086166
B1611;Neue Unterführung - größte vertane Chance zur Radverkehrsförderung in Bonn!;Beim Bau des neuen Haltepunktes UN-Campus entsteht immerhin eine Unterführung mit Rampen. Letztere sind aber mit ihren 180°- bzw. 90°-Wenden bzw. Ecken kaum radfahrtauglich, d.h. man wird sie in der Regel als Radfahrer schiebend benutzen müssen. Eine gerade Rampe aus Richtung Kessenich wäre aber überhaupt kein bauliches Problem gewesen. In Richtung Genscherallee/B9 wäre mit einer geraden Rampe die Joseph-Beuys-Allee zu unterqueren gewesen, und im weiteren Verlauf der Genscherallee wäre eine gerade Rampe ebenfalls ohne Probleme zu realisieren gewesen. Natürlich hätte man die Mehrkosten nicht der DB anlasten können, sondern für sie hätte die Stadt Bonn aufkommen müssen. Es wäre dann aber eine unglaublich ideale Verknüpfung der Stadtteile Dotterdorf-Kessenich-Südstadt (eher Wohnquartiere) mit den Arbeitsplatzkonzentrationen östlich der B9 und zur Südbrücke geschaffen worden! Was jetzt gebaut wird, ist eine Billigstlösung zulasten des Fahrradverkehrs, die zeigt, wie in der Fahrradhauptstadt Bonn keinerlei Vision einer effizienten Radverkehrsförderung existiert.;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/neue-unterfuehrung-groesste-vertane-chance-zur-radverkehrsfoerderung-bonn;50,714355;7,117971
B1612;Verbreiterung aller Schutz- und Radfahrstreifen auf mindestens 2 Meter, neben Parkenden Autos auf 2,75 Meter;Verbreiterung aller Schutz- und Radfahrstreifen auf mindestens 2 Meter, neben parkenden Autos (Längsparker)auf 2,75 Meter. Alles andere suggeriert dem Autofahrer, dass er Radfahrer in geringstem Abstand überholen kann, was jeden Tag hundetfach zu lebensgefährlichen Situationen führt.;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/verbreiterung-aller-schutz-und-radfahrstreifen-auf-mindestens-2-meter;50,725698;7,081741
B1613;Übergang zwischen Promenade und Bröltalweg häufig zugeparkt;In der Rheinaustraße stehen häufig geparkte Autos vor der Aus- und Zufahrt des Fahrradwegs, der dort die Straße quert.;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/uebergang-zwischen-promenade-und-broeltalweg-haeufig-zugeparkt;50,742338;7,113291
B1614;Neues Hindernis auf einem der wichtigsten Bonner Radwege;Ohne Zweifel gehört der Radweg längs der linksrheinischen Bahnstrecke zu einer der wichtigsten Radverbindungen in Bonn, die eigentlich zum Radschnellweg ausgebaut werden sollte. Durch den neuen Haltepunkt UN-Campus wird es demnächst auf dem Radweg zu Behinderungen kommen, vor allem, wenn bei gleichzeitigem Halt von zwei Zügen viele Fahrgäste die Joseph-Beuys-Allee überqueren müssen und sich auf dem Radweg stauen. Durch die Verlängerung der Unterführung unter der Beuys-Allee hindurch wäre das Problem für Fahrgäste in Richtung Bad Godesberg nicht aufgetreten, und man hätte eine Unterführung mit geraden Rampen auch als attraktive Radweg-Unterführung ausbauen können (dazu weiterer Verbesserungsvorschlag).;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/neues-hindernis-auf-einem-der-wichtigsten-bonner-radwege;50,714436;7,118272
B1615;Viel zu schmaler Schutzstreifen im Aufschwenkbereich der Türen parkender Autos. GEHTS NOCH?;Entweder Autos weg oder Schutzstreifen weg. Oder beides.;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/viel-zu-schmaler-schutzstreifen-im-aufschwenkbereich-der-tueren-parkender;50,722732;7,08255
B1616;Durchgehenden Radweg schaffen!;Von der Lessingstraße südwärts bis Bad Godesberg gibt es längs der linksrheinischen Bahnstrecke durchgehend einen Radweg, der als Radschnellweg taugt: Nur zwischen der neuen Albert-Fischer-Straße und dem Rheinweg klafft eine Lücke. Das sollte eigentlich leicht zu ändern sein!;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/durchgehenden-radweg-schaffen;50,718213;7,113948
B1617;Entfall der STOP-Regelung für Radfahrer, die nach rechts auf die Kennedybrücke wollen.;Hier steht schon mal die Polente und kassiert. Schwachsinn! Für Autos sehr sinnvoll, da diese nichts sehen, aber Radfahrer können hier gefahrlos auf den Radweg der Brücke einfädeln;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfall-der-stop-regelung-fuer-radfahrer-die-nach-rechts-auf-die;50,73907;7,115678
B1618;Parktascgen rechts vom Fahrradweg problematisch;Rechts vom Radweg sind Parktaschen. Wenn die Autofahrer sich zum Einfädeln in den Verkehr VOR Umschalten der Ampel auf Grün, schon auf die Straße rausfahren, blockieren sie komplett den Radweg. Das geschieht quasi täglich. Als Fahrradfahrer muss man erstens häufig eine Vollbremsung machen, wenn man nicht umgefahren werden möchte, zweitens wird man regelmäßig beschimpft und bedroht, wenn man sich durch drücken möchte. Hier sollten die Parktaschen abgeschafft werden.;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/parktascgen-rechts-vom-fahrradweg-problematisch;50,740849;7,120478
B1619;ALLE Fahrradstraßen als vorfahrtberechtigt markieren und beschildern. Mindestlänge für Fahrradstraßen 1000m.;ALLE Fahrradstraßen als sind vorfahrtberechtigt markieren und beschildern. Was sollen Fahrradstraßen eigentlich bringen? Man kann angeblich nebeneinander fahren, doll. Ach so, die meisten Radfahrer fahren eher alleine zur Arbeit, Uni oder Schule. Und über was genau soll man sich auf einer vielleicht 200m langen Strecke wie z.B. der Nassestraße in den 10 Sekunden, in denen man da durch ist, mit dem neben einem Fahrenden Radfahrer unterhalten? Naja, dann bleibt ja noch, dass Radfahrer irgendwie Vorrang haben oder so. Oh, in der Realität sind aber genau so viele Autos, Parkplätze und Hindernisse unterwegs wie zuvor, nur dass jetzt auch noch teure Schilder und Markierungen da sind. Nein, einen wirklichen Vorteil für Radfahrer bieten diese Straßen nur, wenn man als Radfahrer nicht an jeder rechts-vor-links-Einmündung (oder sogar an Stopschildern wie in Beuel in der Siegfried-Leopold-Straße) abbremsen muss und die Straßen durchgängig breit und hindernisfrei eine gewisse Länge haben. Unter 1000m Länge und ohne konsequente Vorfahrtregelung sind Fahrradstraßen schlicht rausgeschmissenes Geld.;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/alle-fahrradstrassen-als-vorfahrtberechtigt-markieren-und-beschildern;50,738752;7,120852
B1620;Poller gefährlich in Radübergangmitte;Dieser Poller muß dringend versetzt werden, da er den direkten Weg auf den Münsterplatz blockiert und Radfahrer dort aber legal fahren sollen.;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/poller-gefaehrlich-raduebergangmitte;50,733337;7,100628
B1621;Benutzen des Radweges in beiden Richtungen erlauben bis zur Ampel;dann kann man ohne Umwege über die Kreuzung! Abbiegeverbot macht nur für KfZ Sinn, nicht für Radfahrer;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/benutzen-des-radweges-beiden-richtungen-erlauben-bis-zur-ampel;50,743909;7,090392
B1622;Radständer richtig aufstellen;Dieser an sich lobenswerte neue Radständer ist leider so an die Wand gedrückt, daß er nicht funktionsgerecht genutzt werden kann. Bügelabstellanlagen müssen nämlich so aufgestellt sein, daß ich nicht das Vorderrad anketten muß, sondern den Rahmen des Fahrrads! Das ist aber nicht möglich, wenn er direkt an der Wand aufgestellt wird, obwohl er keinen behindert! Bitte ändern, für weniger Diebstähle!;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radstaender-richtig-aufstellen;50,736617;7,081487
B1624;Katastrophe mit Kindern;Als Schulweg oder Strecke zum Kondergarten echt unübersichtlich und gefährlich für Kinder, die (noch) nicht auf der Straße fahren: die Radstrecke verlässt den Gehweg, kleine Radler müssen umständlich über den Sonnenpütz und hinten um die Buswendestelle herumfahren und auf querenden Verkehr sowie parkende Autos achten. Hingegen wird der auf der Straße geführte Radstreifen häufig von parkenden Lieferfahrzeugen oder Handwerkern genutzt, so dass Radfahrer den Schienen sehr nahe kommen.;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/katastrophe-mit-kindern;50,707741;7,109222
B1625;Radweg endet einfach im Nichts;Man wird noch durch einen Bordstein überrascht und ist dann auf dem Gehweg und das gefährdet Fußgänger, oder man ist selbst durch Autos gefährdet, die hier richtig Gas geben.;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radweg-endet-einfach-im-nichts;50,735126;7,088457
B1626;Unattraktive Radabstellanlage;Die Tauben haben unter den Bäumen die ganze Anlage vollgeschissen, keinem Autofahrer würde man so einen Parkplatz zumuten! Noch dazu ist die Anlage zu eng und unbrauchbar!;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/unattraktive-radabstellanlage;50,732972;7,099539
B1627;Völlig Sinnfreie Rad/Fußgänger-Markierung auf dem Gehweg.;Bitte Räume eindeutig definieren, hier ist völlig unklar wie man sich korrekt verhalten soll und für wen die Kennzeichnung wie gedacht ist! Kein Zweck und Sinn erkennbar, nur Verwirrung! Und Autofahrern ist oft nicht klar, daß hier Radfahrer sind!;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/voellig-sinnfreie-radfussgaenger-markierung-auf-dem-gehweg;50,740159;7,09057
B1628;Regelmäßige Verkehrsverstöße und Gefährdung;Da das Schild auch Radfahrer betrifft, stellt sich die Frage nach dem Sinn, da Radfahrer ja keinen Lärm und Abgase verbreiten. Zur wirklichen Verkehrsberuhigung (Ausnahme Anlieger frei!) sollte man dieses Verkehrszeichen 250: Durchfahrt verboten mit dem Zusatz versehen Radfahrer frei, dann fahren keine Autos mehr durch und der Verkehr wird beruhigt!;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/regelmaessige-verkehrsverstoesse-und-gefaehrdung;50,734119;7,09506
B1629;Parken in zweiter Reihe verhindern, damit man ungefährdet entgegen der (freigegebenen) Einbahnstraße fahren kann...;Die Pützstraße ist eine Einbahnstraßeinee, die für Radfahrer in der Gegenrichtung freigegeben ist. Leider ist der absolute Normalzustand tagsüber, dass Fahrzeuge in Fahrtrichtung links in zweiter Reihe parken, um zur Post zu gehen, einen Döner zu kaufen oder Brötchen zu holen. Um das Parken in zweiter Reihe verhindern, sollte die Stadt bauliche Maßnahmen ergreifen, damit man als Radfahrer nicht gezwungen ist, in den Gegenverkehr zu fahren oder Dooring von den Falschparkern zu erleiden. Trennen Sie den Radstreifen einfach baulich an den entsprechenden Stellen ab. Es geht um den Fahrradständer vor dem Blumenladen und um die Stelle gegenüber vom Lubig.;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/parken-zweiter-reihe-verhindern-damit-man-ungefaehrdet-entgegen-der;50,712745;7,109263
B1630;Grüner Pfeil und Radweg/Fußweg trennen!;An der Ampel muß der Radfahrer grundlos mit den Autos warten und Abgase einatmen. Ein Grüner Pfeil kann ihn aber abbiegen lassen ohne Gefahren für irgendjemand! Dazu ist der Bürgersteig breit genug um einzeln Rad - und Fahrradbereiche zu definieren, ebenfalls auf der Gegenrichtung möglich ab Ecke Augustusring/Graurheindorfer Straße!;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/gruener-pfeil-und-radwegfussweg-trennen;50,747305;7,099078
B1631;Radspur endet im Nichts;Über die Ampel und dann? Hier ist ein Radzeichen ohne weitere Bedeutung, und viel Unsicherheit wie der Radfahrer weiter verfahren soll, Fußgängerbereich!?;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radspur-endet-im-nichts;50,74637;7,094777
B1632;Beim Abbiegen unklare Verhältnisse;Von der Oxfordstraße kommend biege ich links ab und dann sind Fußgänger Richtung Radfahrstraße (Florentiusgraben), Autoampel nützt Radfahrern nichts, sie werden zwischen Fußgängern und Autoverkehr zerrieben :-(;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/beim-abbiegen-unklare-verhaeltnisse;50,737098;7,096709
B1633;Eingang zur Stadt aber fehlende Radabstellanlagen;Die Busspur wird eh nicht ganz genutzt und Abbiegeverkehr gefährdet Radfahrer, daher den Platzt auf der Straße besser für Radparkplätze nutzen!;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/eingang-zur-stadt-aber-fehlende-radabstellanlagen;50,737301;7,102728
B1634;Radweg wird regelmäßig zugeparkt;Öfter Radwege kontrollieren und Strafen erhöhen! Steigert generelle Attraktivität des Radfahrens und finanziert gut weitere Maßnahmen der Verkehrswende in Bonn!;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radweg-wird-regelmaessig-zugeparkt;50,74126;7,080144
B1635;Kreuzung Ausgang Schumannstraße/Fehlende Regelung;Wie kommt man als Radfahrer legal über die Kreuzung von der Schuhmannstraße! Völlig unklare Verhältnisse!;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/kreuzung-ausgang-schumannstrassefehlende-regelung;50,720998;7,106867
B1636;Radfahrübung für Eltern mit Kind verhindert;Dieser Gehweg wird regelmäßig als Parkplatz mißbraucht, mit welchem Recht. Mit Kindern kann hier z.B. nicht auf den Gehweg in richtiger Richtung gefahren werden. Wenn man Kindern keinen Raum gibt Radfahren zu lernen und Autos auf Gehwegen parken können, ohne kontrolliert zu werden und Strafen befürchten zu müssen, wird man nur am Ende nur noch Autofahrer haben, die die Städte und das Klima vergiften!;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radfahruebung-fuer-eltern-mit-kind-verhindert;50,742862;7,082215
B1637;Fehlende Radabstellplätze;Wie überall, zu wenige Anschließmöglichkeiten. Neue Regelung müßte sein, pro 10 Pkw-Abstellplätze eine Abstellanlage für Räder!;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fehlende-radabstellplaetze;50,739161;7,100762
B1638;Hindernis durch Poller, die keinen Sinn ergeben!;Mit Fahrradanhänger kaum eine Möglichkeit die Unterführung zu nutzen, welchen Sinn machen die Poller, wen sollen sie abhalten?;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/hindernis-durch-poller-die-keinen-sinn-ergeben;50,739997;7,126578
B1639;Keine West-Ost-Verbindung;Wer aus dem Westen nach Osten in die Kaiserstraße möchte hat keine Chance irgendwie über den Busbahnhof zu kommen, auf einer Hauptverkehrsachse, ein Skandal!;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/keine-west-ost-verbindung;50,732041;7,098659
B1640;Konflikte mit dem Bus durch fehlende Radbereiche;Vorne an der Kreuzung Thomas-Mann-Straße ist ein Radweg auf dem Gehweg, aber im entscheidenden Bereich am Gebäude vorbei in der Gegenfahrbahn zu den Bussen ist der Bereich für Radfahrer unklar!;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/konflikte-mit-dem-bus-durch-fehlende-radbereiche;50,735796;7,096551
B1641;Zu wenig Radparkplätze auf dem Schulhof und Umgebung;Auch als Eingang zur Altstadt sind hier statt Pkw-Stellplätze für Schulkinder Radabstellmöglichkeiten auszuweiten.;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/zu-wenig-radparkplaetze-auf-dem-schulhof-und-umgebung;50,738932;7,09166
B1642;Längere Grünphase für Rad- und Fußverkehr;NA;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/laengere-gruenphase-fuer-rad-und-fussverkehr;50,736863;7,09654
B1643;Für eine der Hauptachsen Ost-West als Radweg viel zu schmal;Besonders bei Fußgängern regelmäßig auf dem Radweg und Begegnungsverkehr, Verdoppelung der Breite dringend nötig!;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/fuer-eine-der-hauptachsen-ost-west-als-radweg-viel-zu-schmal;50,724505;7,108241
B1644;Zu schmal als Hauptachse;Besonders im Begegnungsverkehr und zu Stoßzeiten, Gegenverkehr zu gefährlich, auch mit Fahrradanhängerbreite. Bessere Querung schnelleres Grün an den Brückenköpfen!;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/zu-schmal-als-hauptachse;50,738166;7,110332
B1645;Glascontainer am Radweg;Dieser Radweg ist eine sehr praktische Verbindung zwischen Rheinufer und Kennedybrücke, aber ich frage mich generell, ob Glascontainer ihren besten Platz unmittelbar an/auf einem Fahrradweg haben. Ich befahre diesen Weg nur höchst ungern, um keinen Platten zu riskieren.;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/glascontainer-am-radweg;50,739017;7,114288
B1646;Umwandlung Fußweg in Fuß und Radweg;der Durchgang vom Kapellenweg in die Wiedemannstraße wird von vielen Radfahren als Verbindung genutzt, offiziell ist es jedoch nur ein Fußweg. Weiterhin ist der Übergang auf der Seite der Wiedemannstraße häufig zugeparkt und der Übergang vom Stichweg auf die Straße für Fahrräder nicht geeignet. hier wäre eine Absenkung des Bordsteins hilfreich;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/umwandlung-fussweg-fuss-und-radweg;50,678676;7,169995
B1647;Radspur einführen;Von der Rheinaue kommenden ergeben sich beim Einfädeln in den Verkehr auf der Joseph-Schumpeter-Allee des öfteren brenzlige Situationen. Durch die Weiterführung des Radweges mit einer Spur auf der Strasse könnte diese Stelle entschärt werden.;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/radspur-einfuehren;50,719976;7,150142
B1648;Ausleuchtung des Radweges unter der Nordbrücke;Ich nutze gerne das Rad für meinen Arbeitsweg von Niederkassel nach Bonn, Graurheindorfer Straße. Dabei muss ich den Rhein über die Nordbrücke überqueren. Der Zubringerweg von der Ampelanlage bis zur Nordbrücke ist zwar toll ausgebaut worden, jedoch ist es in der dunklen Jahreszeit dort sehr dunkel und als Frau habe ich hier Angst. Besonders die Stelle, wenn man unter der Brücke herfahren muss, ist schon ziemlich unheimlich. Hier wäre ich für eine gute Ausleuchtung sehr dankbar. Dies würde auch mögliche Unfallquellen (z.B. Kreuzen von Radfahrern beim Befahren / Verlassen der Brücke) vermindern. Dann würde ich auch in der dunklen Jahreszeit mein Rad für den Arbeitsweg nutzen können.;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/ausleuchtung-des-radweges-unter-der-nordbruecke;50,757771;7,101846
B1649;Entfernung der Drängelgitter;Vollkommen unnötiger weise stehen an dieser Stelle Drängelgitter die eine Einfahrt auf den Fahrradweg unnötig erschweren oder für Radfahrer mit Anhänger oder Lastenräder nahezu unmöglich machen. Der Weg ist eine wichtige Anbindung für die Schulen Marktschule, Adelheidis Gymnasium und Gesamtschule Beuel. Die Drängegitter müssen vollständig entfernt oder, so wie auf der anderen Seite der Unterführung bei der Einmündung 'Am Ennertbad', durch Pöller ersetzt werden.;https://www.raddialog.bonn.de/dialoge/bonner-rad-dialog/entfernung-der-draengelgitter;50,735199;7,147368
