#FORMAT=WebAnno TSV 3.2
#T_SP=webanno.custom.Location|


#FORMAT=WebAnno TSV 3.2			_	
#T_SP=webanno.custom.Typ|Name			_	
#T_SP=webanno.custom.Verortung|			_	
3-13	355-361	rechts	_	*[10]
3-14	362-364	in	_	*[10]
3-15	365-368	die	_	*[10]
3-16	369-387	Herbert-Rabius-Str	_	*[10]
3-17	387-388	.	_	*[10]
3-18	389-397	abbiegen	_	*[10]
3-19	397-398	,	_	_
3-20	399-408	übersehen	_	_
3-21	409-412	den	_	_
3-22	413-426	Zebrastreifen	_	_
3-23	427-430	und	_	_
3-24	431-434	die	_	_
3-25	435-444	Radfahrer	_	_
3-26	445-448	und	_	_
3-27	449-458	Fußgänger	_	_
3-28	459-462	und	_	_
3-29	463-469	achten	_	_
3-30	470-473	nur	_	_
3-31	474-480	darauf	_	_
3-32	480-481	,	_	_
3-33	482-484	ob	_	_
3-34	485-488	von	_	_
3-35	489-494	links	_	_
3-36	495-498	ein	_	_
3-37	499-507	Fahrzeug	_	_
3-38	508-513	kommt	_	_
3-39	513-514	.	_	_
			_	
#Text=Ich habe selber viele brenzlige Situationen an dieser Stelle erlebt und beobachtet.				
4-1	515-518	Ich	_	_
4-2	519-523	habe	_	_
4-3	524-530	selber	_	_
4-4	531-536	viele	_	_
4-5	537-546	brenzlige	_	_
4-6	547-558	Situationen	_	_
4-7	559-561	an	_	_
4-8	562-568	dieser	_	_
4-9	569-575	Stelle	_	_
4-10	576-582	erlebt	_	_
4-11	583-586	und	_	_
4-12	587-597	beobachtet	_	_
4-13	597-598	.	_	_
			_	
#Text=Das gleiche Problem tritt dann auch am Zebrastreifen bei der Einmündung von der Herbert-Rabius-Str. in die St. Augustiner Str. auf.				
5-1	599-602	Das	_	_
5-2	603-610	gleiche	_	_
5-3	611-618	Problem	_	_
5-4	619-624	tritt	_	_
5-5	625-629	dann	_	_
5-6	630-634	auch	_	_
5-7	635-637	am	_	*[11]
5-8	638-651	Zebrastreifen	_	*[11]
5-9	652-655	bei	_	*[11]
5-10	656-659	der	_	*[11]
5-11	660-670	Einmündung	_	*[11]
5-12	671-674	von	_	*[11]
5-13	675-678	der	_	*[11]
5-14	679-697	Herbert-Rabius-Str	_	*[11]
5-15	697-698	.	_	*[11]
5-16	699-701	in	_	*[11]
5-17	702-705	die	_	*[11]
5-18	706-708	St	_	*[11]
5-19	708-709	.	_	*[11]
5-20	710-720	Augustiner	_	*[11]
5-21	721-724	Str	_	*[11]
5-22	724-725	.	_	*[11]
5-23	726-729	auf	_	_
5-24	729-730	.	_	_
			_	
#Text=Erschwerend kommt an dieser Stelle dazu, dass durch Grünbewuchs die Einsicht für die Autofahrer nicht gut ist, vor allem wenn sie zügig fahren.				
6-1	731-742	Erschwerend	_	_
6-2	743-748	kommt	_	_
6-3	749-751	an	_	_
6-4	752-758	dieser	_	_
6-5	759-765	Stelle	_	_
6-6	766-770	dazu	_	_
6-7	770-771	,	_	_
6-8	772-776	dass	_	_
6-9	777-782	durch	_	_
6-10	783-794	Grünbewuchs	_	_
6-11	795-798	die	_	_
6-12	799-807	Einsicht	_	_
6-13	808-811	für	_	_
6-14	812-815	die	_	_
6-15	816-826	Autofahrer	_	_
6-16	827-832	nicht	_	_
6-17	833-836	gut	_	_
6-18	837-840	ist	_	_
6-19	840-841	,	_	_
6-20	842-845	vor	_	_
6-21	846-851	allem	_	_
6-22	852-856	wenn	_	_
6-23	857-860	sie	_	_
6-24	861-866	zügig	_	_
6-25	867-873	fahren	_	_
6-26	873-874	.	_	_
